Registry Key,Execution Time (seconds)
character_generation,40.91028670000378
narrative_start,66.26883399998769
clue_0,52.73640980001073
narrative_0,87.58647550002206
question_0,84.40583229996264
clue_1,57.29995339998277
narrative_1,112.77403910004068
question_1,75.35553309996612
clue_2,57.155121300020255
narrative_2,130.91396899998654
question_2,77.34679140005028
clue_3,54.367824999964796
narrative_3,146.91839339997387
question_3,66.54159640002763
narrative_end,141.50059389998205
